platform,followers,following,posts,account_age_days,bio_length,profile_pic,verified,external_links,activity_rate,is_fake
twitter,5,3703,38,30,0,0,0,0,1.62,1
tiktok,300,4470,11,47,0,0,0,3,1.99,1
facebook,13,4669,44,44,0,0,0,5,0.44,1
twitter,21418,1805,2029,878,62,1,0,2,1.07,0
facebook,126,1391,15,38,12,0,0,0,1.3,1
facebook,61473,889,1512,393,114,1,0,0,3.87,0
facebook,426,1575,29,13,0,0,0,2,0.48,1
tiktok,465,3359,46,40,41,0,0,2,0.73,1
linkedin,286,2780,25,40,0,0,0,1,1.83,1
facebook,424,2185,24,58,49,1,0,0,0.27,1
instagram,167,1578,32,24,18,0,0,1,1.09,1
facebook,52128,557,3247,670,127,1,0,2,4.58,0
twitter,37844,979,1921,1951,133,1,0,1,6.09,0
tiktok,6691,1564,2648,466,135,1,0,1,0.64,0
linkedin,14,715,39,9,44,1,0,0,0.39,1
instagram,260,987,14,18,46,1,0,5,1.47,1
tiktok,495,4486,45,9,0,0,0,0,1.73,1
tiktok,73,4287,8,52,0,0,0,0,1.96,1
twitter,205,378,4,55,30,1,0,1,0.35,1
tiktok,121,3118,27,42,0,0,0,0,0.7,1
linkedin,92462,1005,1540,1073,140,1,0,2,8.05,0
twitter,182,3117,35,7,0,0,0,1,0.31,1
twitter,81895,644,1627,1476,92,1,0,1,3.1,0
linkedin,284,3397,24,55,16,0,0,0,0.68,1
facebook,165,887,20,54,38,1,0,5,0.69,1
instagram,108,4168,28,8,3,1,0,1,1.73,1
tiktok,32473,1016,4317,1290,70,1,0,1,4.32,0
tiktok,382,2456,34,48,4,1,0,5,0.86,1
facebook,94,3139,23,52,22,0,0,1,0.23,1
tiktok,291,2494,7,15,2,1,0,0,1.96,1
twitter,16081,1957,4898,960,30,1,0,1,2.13,0
instagram,6096,1777,2862,1100,67,1,0,0,4.79,0
instagram,92,4635,20,53,0,1,0,2,0.9,1
facebook,52202,179,646,1685,123,1,1,0,9.25,0
tiktok,79835,1786,1499,1900,95,0,1,2,7.55,0
facebook,36193,1682,2424,1140,126,1,0,0,1.19,0
instagram,283,2353,40,55,35,0,0,0,1.53,1
facebook,13829,743,3070,292,130,1,0,2,7.85,0
linkedin,42285,1781,1908,250,149,1,0,0,7.93,0
facebook,51,2610,28,21,0,0,0,1,0.55,1
instagram,93191,1484,4055,1019,94,1,0,1,2.26,0
twitter,25686,623,3655,638,113,1,0,1,8.48,0
instagram,4868,1367,4543,650,118,1,1,1,3.19,0
tiktok,24854,1187,1966,1076,81,1,0,0,5.03,0
facebook,491,260,39,26,0,1,0,2,0.13,1
facebook,427,3598,43,15,0,0,0,2,0.4,1
tiktok,433,324,16,37,11,1,0,2,0.4,1
twitter,31430,1987,951,224,126,0,0,3,9.56,0
tiktok,35,2868,26,57,0,1,0,0,1.96,1
twitter,59970,628,2510,725,126,1,1,2,6.44,0
tiktok,104,3844,13,52,31,1,0,4,1.41,1
facebook,24260,1170,2171,1830,92,1,0,2,6.07,0
linkedin,319,3765,49,58,0,0,0,1,0.48,1
instagram,60338,1035,1042,894,103,1,0,0,2.42,0
twitter,70956,1203,938,1521,117,1,1,0,9.68,0
twitter,148,4990,28,24,9,0,0,0,1.84,1
instagram,36353,1506,206,914,33,1,0,1,8.87,0
instagram,98958,1856,1046,426,48,1,0,1,2.99,0
instagram,18600,1204,2907,966,46,1,0,0,7.39,0
instagram,354,3983,35,53,0,0,0,0,1.52,1
instagram,89853,1191,2561,323,87,1,0,1,5.06,0
tiktok,85133,139,1407,378,62,1,0,0,9.69,0
linkedin,50049,669,3407,1764,41,1,0,1,6.97,0
linkedin,73103,1889,2009,1781,135,1,0,1,8.47,0
linkedin,275,4079,1,36,13,0,0,2,0.23,1
linkedin,99327,229,4268,1449,123,1,0,1,6.05,0
tiktok,106,1015,6,59,0,0,0,0,1.44,1
twitter,59254,142,4550,1019,50,1,0,2,7.52,0
instagram,363,2366,45,34,40,0,0,3,1.64,1
linkedin,3,3185,12,34,41,1,0,2,0.34,1
facebook,353,973,7,51,10,1,0,1,1.1,1
twitter,66775,1595,4614,391,141,1,0,0,6.75,0
tiktok,20616,285,1379,657,68,1,0,0,7.38,0
tiktok,85023,1915,1519,557,35,1,0,0,1.31,0
facebook,340,2286,23,33,0,0,0,4,0.56,1
instagram,17900,1253,3915,204,104,1,0,0,4.14,0
tiktok,17,2476,33,20,34,0,0,2,0.77,1
linkedin,308,542,48,11,1,1,0,2,1.43,1
instagram,209,1153,22,59,0,1,0,0,1.02,1
twitter,409,3453,12,19,0,0,0,0,1.53,1
linkedin,5263,643,2686,664,115,1,0,0,8.58,0
twitter,87727,378,2641,962,130,1,0,1,3.08,0
linkedin,247,1998,39,28,0,1,0,0,0.81,1
tiktok,61965,1006,4566,1866,122,1,0,0,8.55,0
twitter,56963,1039,4334,434,97,1,0,0,0.58,0
twitter,495,1955,8,12,4,0,0,4,0.35,1
instagram,105,1588,47,58,0,0,0,2,0.51,1
linkedin,255,3857,42,57,14,0,0,1,0.64,1
tiktok,350,4185,15,40,35,0,0,4,0.93,1
twitter,426,4202,33,41,0,1,0,1,1.51,1
facebook,115,3340,33,42,0,0,0,1,0.21,1
instagram,245,4856,37,23,0,0,0,2,0.59,1
instagram,246,2629,30,47,30,0,0,2,1.73,1
instagram,79,3638,12,15,26,0,0,1,1.94,1
tiktok,60908,803,637,1514,114,1,0,0,8.35,0
linkedin,43658,717,214,1096,108,1,0,1,6.34,0
twitter,81191,68,414,1503,36,0,0,0,8.3,0
linkedin,30492,280,502,573,39,1,1,0,1.42,0
tiktok,77,284,29,21,0,1,0,0,0.99,1
linkedin,170,2394,35,50,0,1,0,2,1.6,1
linkedin,77565,144,311,1076,100,1,0,2,9.64,0
instagram,33961,74,205,1720,149,1,0,3,8.32,0
linkedin,386,3697,20,35,40,1,0,1,0.22,1
instagram,96864,1939,4102,1387,84,1,0,0,3.8,0
twitter,63285,324,553,1321,92,1,1,1,0.73,0
tiktok,31831,1092,1602,1016,68,1,1,0,8.88,0
twitter,53644,1782,253,375,117,1,0,0,3.31,0
linkedin,267,728,29,24,0,0,0,1,0.92,1
twitter,35312,468,1799,974,112,1,0,0,7.63,0
instagram,63059,1007,4248,1071,115,1,1,1,8.7,0
instagram,427,1807,30,34,0,0,0,0,1.2,1
linkedin,79526,596,4739,568,43,1,0,3,4.71,0
instagram,85185,1223,3280,1482,77,1,0,0,4.17,0
instagram,350,4473,41,38,11,1,0,2,1.32,1
facebook,33585,858,1552,1455,148,1,0,0,9.87,0
facebook,35871,1856,1151,505,79,1,0,2,6.93,0
tiktok,58531,706,1342,1579,95,1,0,0,2.53,0
facebook,392,2970,20,24,37,1,0,4,0.56,1
instagram,23647,522,3417,640,97,1,0,1,2.24,0
facebook,4332,1662,4325,245,81,1,0,0,1.8,0
tiktok,29613,445,777,1784,113,1,0,0,5.91,0
twitter,352,4157,15,45,34,0,0,2,1.79,1
instagram,161,3983,30,11,44,0,0,0,1.06,1
twitter,15299,1994,2808,1754,46,1,0,0,6.4,0
twitter,339,3606,48,29,7,1,0,1,1.1,1
facebook,372,4026,30,10,0,1,0,3,0.41,1
tiktok,93009,1982,2778,1667,88,1,0,0,7.55,0
twitter,3885,542,972,307,36,1,0,0,9.46,0
tiktok,223,550,18,9,28,0,0,1,0.98,1
facebook,96,2093,10,27,32,1,0,5,0.22,1
facebook,122,646,34,35,0,1,0,3,1.22,1
twitter,95199,1582,3057,1149,98,1,0,1,9.5,0
tiktok,82921,134,98,1698,99,1,1,1,8.26,0
facebook,229,2502,43,26,0,1,0,0,0.12,1
facebook,350,724,15,55,0,1,0,4,0.56,1
tiktok,38604,1980,4601,955,126,1,0,0,9.16,0
tiktok,275,2511,45,31,0,0,0,0,1.54,1
tiktok,291,3133,36,22,6,1,0,0,0.19,1
tiktok,22076,1322,2608,782,117,1,0,0,8.46,0
twitter,134,1265,35,41,26,0,0,3,1.28,1
tiktok,152,1917,2,6,5,0,0,2,1.64,1
facebook,87051,1441,1285,756,94,1,1,0,6.01,0
facebook,330,2036,25,13,0,1,0,5,0.52,1
twitter,437,1494,33,11,0,0,0,1,0.87,1
twitter,59349,1176,346,1181,79,1,0,2,3.02,0
facebook,17059,1664,2552,1847,49,1,1,1,3.37,0
tiktok,84503,488,1802,1795,87,1,0,0,4.8,0
tiktok,64168,1429,2165,471,81,1,0,1,5.6,0
instagram,24863,1688,1632,218,58,0,0,2,5.91,0
linkedin,56356,150,4321,417,43,1,1,1,2.81,0
instagram,44828,260,3715,1859,33,1,0,0,3.45,0
tiktok,69181,1244,4958,541,38,1,0,2,3.08,0
facebook,461,4927,41,29,0,1,0,0,1.66,1
instagram,498,4357,41,38,44,1,0,0,0.11,1
tiktok,15543,936,3583,1295,81,1,0,1,1.79,0
twitter,31,4874,29,50,11,0,0,0,0.28,1
instagram,429,4875,24,51,12,0,0,0,0.14,1
facebook,30,4342,1,32,0,0,0,0,1.26,1
tiktok,40597,1046,3192,1970,99,1,0,0,6.53,0
linkedin,27311,747,2907,895,142,1,0,2,1.97,0
twitter,38945,605,4423,1896,88,1,0,0,6.41,0
twitter,81671,1561,4426,1478,34,1,0,1,9.48,0
twitter,32326,1969,2510,346,89,1,0,1,2.71,0
instagram,22075,1718,2203,911,146,1,0,0,8.74,0
instagram,352,1970,17,50,29,1,0,2,0.94,1
tiktok,368,2805,49,38,41,0,0,1,0.47,1
twitter,80521,1319,4919,1741,68,1,0,2,4.84,0
facebook,212,1617,8,15,1,1,0,5,0.34,1
linkedin,76907,1516,2935,938,77,1,0,0,3.41,0
instagram,138,320,29,4,4,0,0,1,0.29,1
linkedin,32963,993,3220,1609,129,1,0,2,6.54,0
facebook,68060,348,1915,1395,61,1,0,0,6.96,0
tiktok,26640,1268,4651,1537,54,0,0,1,9.04,0
facebook,404,4578,41,59,5,0,0,0,1.38,1
tiktok,2279,948,125,410,105,1,0,3,1.9,0
instagram,98,2975,30,33,38,0,0,5,0.18,1
tiktok,68822,1075,920,280,50,1,1,2,7.28,0
tiktok,76261,1610,3507,1836,61,1,0,2,5.6,0
facebook,395,1120,34,12,0,1,0,0,1.63,1
twitter,467,1638,4,24,39,0,0,2,1.14,1
twitter,89280,1950,600,1804,75,1,0,0,4.75,0
instagram,11429,1662,2797,686,125,1,0,1,2.74,0
tiktok,465,4441,6,4,0,0,0,1,0.32,1
linkedin,269,632,32,25,20,0,0,5,1.12,1
instagram,180,2713,22,46,32,0,0,1,1.03,1
twitter,325,1194,36,34,19,1,0,3,0.3,1
tiktok,85874,1954,4737,1210,45,1,0,0,3.34,0
tiktok,227,2008,31,41,5,1,0,0,1.45,1
twitter,92615,152,4914,1304,99,1,0,0,8.27,0
twitter,301,966,30,24,0,0,0,2,0.55,1
linkedin,44640,1776,3980,204,88,1,0,0,7.17,0
linkedin,9607,1255,3588,1105,82,1,0,2,8.72,0
twitter,402,595,14,31,0,1,0,2,0.25,1
facebook,243,4683,21,50,37,1,0,1,0.79,1
linkedin,138,3500,17,55,0,0,0,5,0.43,1
tiktok,180,1134,13,56,27,0,0,3,1.99,1
tiktok,57299,867,1224,1344,98,1,0,0,9.87,0
linkedin,145,442,48,17,0,1,0,0,1.78,1
facebook,1269,1472,456,1104,110,1,0,0,2.79,0
instagram,77131,278,4009,459,131,1,1,1,1.98,0
tiktok,331,1586,27,40,6,1,0,2,0.27,1
facebook,378,3993,13,18,0,0,0,0,0.86,1
linkedin,480,1577,29,8,38,0,0,3,0.79,1
linkedin,358,2723,13,53,49,0,0,1,1.06,1
tiktok,13663,1808,2464,1181,49,1,0,0,4.21,0
linkedin,10005,1947,4548,237,38,1,0,0,8.08,0
linkedin,64780,1476,3160,298,108,1,0,0,5.72,0
facebook,494,1617,18,30,0,1,0,4,1.05,1
tiktok,31199,1294,428,1425,31,1,0,1,6.11,0
tiktok,352,4918,5,44,39,0,0,0,0.83,1
instagram,15611,1642,4282,555,116,1,1,0,8.75,0
tiktok,25002,991,201,1505,51,1,0,0,7.89,0
tiktok,2331,1619,3985,1282,137,1,0,0,7.42,0
tiktok,11183,1186,4110,1408,50,1,0,1,7.22,0
instagram,312,1615,9,9,0,1,0,4,0.55,1
tiktok,117,4459,38,53,0,0,0,1,1.55,1
instagram,19776,1253,1943,1438,116,1,0,0,9.81,0
twitter,33459,1068,445,1210,84,1,0,0,9.57,0
instagram,438,544,23,44,16,1,0,0,1.62,1
tiktok,139,1936,22,8,31,0,0,0,1.51,1
facebook,362,3069,4,13,27,1,0,4,1.49,1
facebook,166,3820,49,22,7,1,0,2,1.98,1
tiktok,89994,1581,2732,433,122,1,1,1,5.47,0
instagram,92237,1885,3565,1535,148,1,0,0,4.16,0
tiktok,462,423,5,58,43,0,0,0,0.93,1
facebook,391,4128,31,26,21,0,0,1,0.24,1
tiktok,278,3585,28,16,45,0,0,2,0.48,1
instagram,330,2109,39,33,0,1,0,0,0.28,1
tiktok,421,1641,48,44,43,1,0,1,1.43,1
twitter,442,4101,48,36,0,0,0,3,1.14,1
facebook,144,4015,39,54,0,0,0,1,1.28,1
instagram,271,2939,47,43,0,0,0,0,1.44,1
instagram,27912,342,1701,715,84,0,0,1,2.41,0
instagram,279,3600,11,35,3,1,0,4,1.4,1
linkedin,454,4114,30,29,12,0,0,2,1.5,1
tiktok,26096,65,1496,1792,66,1,0,2,3.97,0
tiktok,296,3781,10,24,0,0,0,0,1.37,1
instagram,39174,373,1771,1529,142,1,0,1,9.8,0
facebook,114,4045,17,10,27,0,0,1,0.66,1
instagram,205,998,26,17,45,1,0,0,0.71,1
linkedin,84297,1974,3893,1879,35,1,0,0,4.49,0
facebook,83499,277,198,1249,45,1,0,0,9.29,0
tiktok,352,1302,21,10,17,0,0,3,0.65,1
instagram,383,4922,48,30,0,0,0,0,1.85,1
linkedin,3912,106,1925,627,104,1,0,0,8.28,0
instagram,42,3134,22,27,0,1,0,2,1.36,1
linkedin,89421,100,2967,432,99,1,0,2,2.13,0
twitter,64255,1243,3107,730,100,1,0,1,5.48,0
facebook,99516,177,4122,1981,89,1,0,1,7.13,0
linkedin,29799,653,1635,1189,100,1,0,0,4.57,0
linkedin,8333,888,2703,989,34,1,0,0,3.79,0
linkedin,148,4383,3,12,0,1,0,0,1.33,1
instagram,90635,1005,360,1664,109,1,0,1,5.51,0
facebook,99750,1236,1884,1744,66,1,0,0,6.98,0
tiktok,3758,959,4861,610,71,1,0,1,6.79,0
tiktok,129,869,38,7,0,0,0,4,1.87,1
tiktok,62107,606,154,329,47,1,0,0,1.35,0
tiktok,370,686,18,54,0,0,0,3,0.13,1
instagram,285,438,19,18,42,0,0,0,1.17,1
instagram,60656,1929,3297,724,87,1,0,2,5.03,0
linkedin,392,4995,46,15,34,0,0,2,0.68,1
twitter,45148,1975,1235,1394,38,1,0,0,2.06,0
linkedin,348,1665,13,36,35,0,0,0,1.07,1
instagram,469,3223,39,38,0,0,0,2,0.36,1
instagram,89652,1856,2997,367,90,1,0,2,8.69,0
tiktok,316,1489,19,1,0,0,0,0,1.93,1
instagram,98148,1939,3006,1854,57,1,0,0,8.1,0
instagram,95424,364,2806,889,59,1,0,2,5.33,0
twitter,38441,939,842,1590,38,1,0,2,7.82,0
linkedin,193,1767,41,16,11,0,0,4,0.84,1
instagram,45,3385,18,47,37,0,0,5,1.84,1
twitter,353,2149,8,46,30,0,0,2,0.24,1
facebook,91994,194,2372,688,80,0,0,1,3.11,0
instagram,153,4863,21,25,18,0,0,0,1.46,1
facebook,35459,1658,717,1792,64,1,0,0,3.62,0
twitter,14041,1169,3047,859,57,0,0,0,5.59,0
twitter,68353,1623,4541,1760,46,1,0,0,9.06,0
tiktok,269,2665,48,54,30,0,0,1,0.9,1
instagram,16591,1209,272,182,96,1,0,0,8.11,0
linkedin,82367,1750,1349,470,82,1,0,0,9.15,0
twitter,346,2460,19,4,0,0,0,2,1.43,1
twitter,61760,600,2923,1478,117,1,0,0,7.78,0
facebook,204,4008,13,48,0,0,0,4,0.38,1
facebook,143,2968,31,43,0,0,0,4,1.32,1
instagram,62,1157,42,49,32,1,0,4,0.9,1
facebook,462,3470,14,52,41,0,0,1,1.14,1
instagram,34993,1034,1637,1291,86,1,0,1,3.85,0
facebook,342,1356,24,8,0,1,0,4,0.76,1
instagram,45313,1365,1795,674,134,1,0,2,2.75,0
linkedin,34916,182,3704,262,86,1,0,2,1.46,0
facebook,70172,1240,3019,821,52,1,0,0,1.25,0
facebook,208,3821,35,1,17,1,0,2,1.04,1
linkedin,195,4712,23,36,0,0,0,2,0.95,1
instagram,93,4524,19,25,11,0,0,0,1.87,1
instagram,351,4984,13,1,16,1,0,2,1.87,1
linkedin,88707,338,1459,193,139,1,1,2,5.44,0
linkedin,34512,1225,3520,251,63,1,1,1,0.63,0
linkedin,372,4657,28,1,3,1,0,2,1.5,1
facebook,99823,1267,1453,1606,53,1,0,0,0.86,0
instagram,26151,1713,3138,1554,73,1,0,2,6.72,0
twitter,203,1276,13,44,0,0,0,1,1.36,1
linkedin,294,1381,36,55,2,0,0,2,1.83,1
twitter,30045,430,141,1994,92,1,0,1,6.05,0
twitter,25353,1058,4714,1777,143,1,0,0,6.88,0
linkedin,364,2000,30,7,0,1,0,0,1.57,1
linkedin,83606,1856,4009,1299,35,1,0,0,6.73,0
twitter,117,681,14,14,18,0,0,1,1.2,1
tiktok,38597,653,3112,1276,125,1,0,0,2.99,0
twitter,91711,1124,836,328,120,1,0,3,6.7,0
twitter,31197,974,1653,1247,138,1,0,0,9.26,0
facebook,56228,759,4939,891,128,1,0,1,8.19,0
instagram,296,470,7,38,49,1,0,4,0.26,1
tiktok,285,1484,30,7,0,1,0,1,0.42,1
tiktok,37,880,35,27,0,0,0,0,1.14,1
instagram,864,1675,3463,1995,122,1,0,2,4.52,0
twitter,78447,1083,3308,722,57,1,0,2,6.79,0
linkedin,319,825,23,27,0,1,0,4,0.41,1
tiktok,256,2101,21,11,0,0,0,5,1.97,1
facebook,25214,508,4215,564,147,1,0,1,1.26,0
twitter,91251,1504,4011,504,87,1,0,0,4.59,0
instagram,404,456,0,47,32,0,0,0,1.28,1
instagram,432,3599,48,47,0,1,0,2,0.22,1
linkedin,45174,98,1732,495,136,1,0,0,4.59,0
twitter,75812,893,3013,613,32,1,0,0,1.94,0
instagram,335,446,19,38,23,0,0,2,0.94,1
facebook,55684,1455,4746,1679,90,1,0,1,6.79,0
linkedin,77714,81,4382,1942,82,1,1,1,9.26,0
facebook,158,4407,19,36,16,0,0,1,0.99,1
twitter,282,1772,45,49,34,0,0,0,1.54,1
instagram,57485,711,2472,1773,92,1,0,1,8.57,0
instagram,84,658,15,16,1,0,0,1,0.67,1
twitter,20625,1061,4798,1478,36,1,0,0,9.88,0
linkedin,202,4072,13,16,0,0,0,2,0.15,1
tiktok,463,4418,25,6,0,0,0,2,1.19,1
linkedin,58,1387,2,58,0,0,0,1,0.95,1
tiktok,466,251,17,43,0,0,0,3,0.47,1
twitter,14760,1701,1124,1896,33,1,0,0,8.93,0
tiktok,84653,528,2589,692,32,1,0,0,0.83,0
facebook,387,1954,32,22,47,0,0,0,1.34,1
facebook,12045,90,4745,1470,134,1,0,3,9.63,0
facebook,277,2581,48,57,13,0,0,4,1.69,1
linkedin,416,3944,28,5,0,0,0,2,1.43,1
tiktok,73,1702,12,3,0,1,0,0,1.46,1
tiktok,480,266,6,24,21,0,0,0,0.5,1
twitter,28088,1186,2553,1666,81,1,1,0,8.03,0
twitter,259,1384,32,8,0,0,0,5,1.56,1
twitter,499,4307,0,42,0,0,0,2,1.16,1
instagram,58230,1299,2578,1957,53,1,0,0,4.15,0
instagram,64190,466,465,1651,114,1,0,0,4.24,0
linkedin,274,1973,19,42,0,0,0,3,0.58,1
twitter,306,4735,35,8,16,0,0,0,1.07,1
linkedin,109,4263,6,33,30,1,0,5,0.2,1
linkedin,54790,1701,3077,1387,43,1,0,0,2.63,0
instagram,335,3330,32,48,0,0,0,0,1.12,1
instagram,25283,1987,1196,1236,30,1,1,0,8.58,0
twitter,80710,1511,3566,1339,32,1,0,0,2.17,0
instagram,32,1369,38,16,15,1,0,2,0.66,1
tiktok,149,4183,28,16,11,1,0,1,1.74,1
facebook,43222,82,4522,1417,79,1,0,0,1.57,0
tiktok,50692,1129,2323,1761,96,1,0,2,1.49,0
linkedin,84009,1211,2570,1987,70,1,0,0,7.05,0
linkedin,68007,307,1553,1381,146,1,0,2,8.18,0
instagram,460,2342,40,59,6,1,0,0,0.7,1
linkedin,93493,315,2390,1410,106,1,0,2,5.51,0
facebook,414,3624,28,5,0,1,0,0,1.2,1
facebook,99162,899,4572,676,89,1,0,0,8.87,0
instagram,298,4438,32,41,42,1,0,1,0.63,1
facebook,30785,1676,3720,961,133,0,0,1,7.74,0
facebook,19964,1126,1150,1921,148,1,0,0,9.56,0
twitter,449,3972,12,51,49,0,0,0,1.18,1
twitter,64682,636,2818,1386,80,1,0,0,0.51,0
twitter,11346,887,3590,781,88,1,0,0,6.9,0
instagram,178,3047,49,41,0,1,0,1,1.36,1
twitter,71319,1818,1328,655,67,1,0,0,8.88,0
facebook,66562,1761,2553,1472,148,1,0,3,5.51,0
facebook,21066,879,487,720,51,1,0,0,0.74,0
facebook,429,884,12,10,1,0,0,2,0.64,1
instagram,396,4828,0,59,0,1,0,2,1.87,1
linkedin,79801,1512,3485,1162,126,0,0,3,3.49,0
twitter,88210,1933,847,197,73,1,0,0,6.34,0
twitter,94738,1942,947,1556,68,1,0,0,4.12,0
twitter,482,2085,11,35,0,0,0,0,0.48,1
facebook,165,4998,46,1,2,1,0,1,1.75,1
linkedin,45206,1628,947,1826,106,1,0,0,1.63,0
tiktok,31517,282,1976,450,89,1,0,0,4.4,0
twitter,490,3890,30,16,0,1,0,1,1.95,1
tiktok,25911,688,184,805,37,1,0,0,6.3,0
facebook,435,2240,5,38,25,0,0,4,0.3,1
tiktok,44126,1219,4975,1444,134,1,0,1,5.09,0
facebook,459,4091,34,42,0,0,0,4,0.18,1
instagram,24899,1482,2600,1930,121,1,0,0,5.61,0
linkedin,48,912,28,26,22,1,0,0,0.93,1
tiktok,98884,85,2738,1061,56,1,0,0,7.42,0
twitter,78,1101,32,55,18,0,0,1,1.0,1
twitter,424,3704,16,49,43,1,0,3,1.36,1
facebook,390,4961,14,47,37,0,0,2,1.68,1
tiktok,23738,1557,805,1626,97,1,0,0,7.04,0
instagram,84109,1366,4879,1318,82,1,1,1,1.96,0
linkedin,796,411,2686,1666,83,1,0,1,2.59,0
linkedin,51968,1264,3982,1878,90,1,0,1,2.67,0
facebook,177,2729,2,16,0,1,0,3,0.68,1
linkedin,91884,328,4069,995,49,1,0,0,8.47,0
twitter,227,2922,43,54,7,1,0,1,1.8,1
facebook,21395,197,1434,487,144,1,0,0,5.48,0
linkedin,10982,1563,522,1138,50,1,0,2,3.79,0
linkedin,83181,1187,75,1986,144,1,0,1,0.8,0
instagram,99564,644,1105,1215,92,1,0,0,2.73,0
instagram,36663,1253,4320,942,50,1,0,0,3.67,0
linkedin,12618,1427,3196,1108,55,1,0,0,5.77,0
facebook,270,1316,22,59,16,1,0,4,0.95,1
twitter,94,3597,9,16,0,0,0,0,1.17,1
linkedin,476,970,9,1,42,1,0,1,1.91,1
instagram,114,4608,35,2,25,0,0,1,1.95,1
tiktok,97591,68,115,346,102,1,0,1,3.25,0
instagram,38,4619,24,32,0,1,0,4,0.54,1
twitter,485,4741,4,52,0,0,0,5,1.12,1
instagram,124,4017,9,6,48,0,0,1,1.58,1
facebook,88485,1070,2229,1051,77,1,0,0,8.76,0
facebook,58,4476,18,34,24,0,0,1,0.79,1
instagram,11088,492,4725,1743,47,1,0,1,9.14,0
twitter,66598,540,390,651,54,1,0,0,2.63,0
tiktok,28564,681,3704,708,90,1,0,2,4.25,0
facebook,92365,802,2983,643,101,1,0,1,1.13,0
twitter,83608,1598,4347,920,119,1,0,0,3.4,0
twitter,262,4708,11,17,47,0,0,1,0.66,1
facebook,437,745,6,45,0,0,0,2,1.95,1
linkedin,206,4444,6,57,0,0,0,0,1.83,1
tiktok,18134,642,1699,1387,53,1,0,1,3.92,0
instagram,446,1002,22,28,0,1,0,1,1.73,1
linkedin,312,4815,30,59,0,1,0,0,1.35,1
twitter,95964,1400,4005,1385,107,1,0,2,6.67,0
twitter,94,984,8,45,0,0,0,0,1.47,1
tiktok,124,961,41,13,11,1,0,2,0.23,1
tiktok,251,2927,1,50,0,0,0,2,0.56,1
twitter,17545,1879,1860,1923,60,1,0,3,6.58,0
instagram,121,2078,2,55,24,1,0,1,0.35,1
tiktok,87912,388,3558,1539,53,1,0,0,7.57,0
linkedin,364,2417,49,4,0,0,0,2,1.19,1
linkedin,19395,296,4875,552,62,1,0,0,4.94,0
facebook,98051,732,3962,1789,110,1,0,0,5.54,0
facebook,43187,1097,641,313,66,1,0,0,8.0,0
facebook,95015,1040,2895,1900,108,1,0,0,3.13,0
linkedin,76518,579,3710,1248,117,1,0,0,5.17,0
facebook,76,1587,45,7,0,1,0,3,1.6,1
tiktok,167,2468,23,48,4,1,0,2,1.12,1
facebook,47128,614,579,671,67,1,0,3,7.84,0
twitter,63271,1325,2865,1054,109,1,0,0,6.49,0
facebook,1134,1259,4629,859,80,1,0,2,0.79,0
facebook,44940,985,2129,719,107,1,0,1,6.86,0
instagram,4188,397,4938,413,90,1,0,3,3.44,0
tiktok,134,1606,12,9,14,0,0,5,0.73,1
instagram,496,2750,13,59,0,0,0,2,1.93,1
tiktok,30599,1886,3726,909,51,1,0,3,0.53,0
linkedin,82443,1088,725,704,120,1,0,1,2.7,0
instagram,57392,1049,3545,936,122,1,0,0,4.55,0
tiktok,16860,308,4125,486,108,1,1,1,7.06,0
linkedin,81801,457,3246,1540,114,1,0,2,0.96,0
twitter,72236,1350,3648,504,106,1,0,0,4.55,0
instagram,62971,1018,2246,1691,54,1,0,1,7.98,0
facebook,31823,366,4543,1527,82,1,0,1,6.9,0
instagram,291,1175,14,46,0,0,0,5,0.27,1
instagram,44545,347,3648,413,92,1,0,1,4.48,0
linkedin,119,4091,42,43,0,0,0,1,0.48,1
tiktok,34793,1039,1328,693,139,1,0,1,2.14,0
twitter,62607,1611,4739,1798,32,1,0,0,4.97,0
facebook,324,4554,18,28,2,1,0,2,0.12,1
facebook,8,4682,46,26,30,1,0,4,1.03,1
linkedin,97772,379,709,1820,76,1,0,1,9.08,0
linkedin,28,4566,45,53,0,0,0,5,1.31,1
tiktok,476,1312,25,39,7,1,0,0,0.17,1
tiktok,76894,1201,2804,1030,39,1,0,0,4.1,0
linkedin,456,1664,48,34,36,0,0,1,1.34,1
facebook,30239,1151,1866,432,33,1,0,0,8.86,0
facebook,274,386,7,14,0,0,0,2,0.15,1
instagram,265,374,3,55,0,0,0,1,1.23,1
linkedin,484,2267,12,13,0,1,0,1,1.21,1
twitter,374,300,38,34,32,1,0,0,0.12,1
instagram,48717,1652,2552,1951,101,1,0,2,8.37,0
twitter,107,1172,26,15,0,1,0,4,0.65,1
linkedin,226,3246,32,44,27,0,0,1,1.53,1
twitter,20159,733,868,300,78,1,0,0,2.17,0
linkedin,21427,1861,3961,1020,100,1,0,0,4.55,0
facebook,88865,1839,576,1845,90,1,0,0,1.49,0
instagram,338,3443,36,54,0,1,0,4,0.54,1
instagram,80282,608,4367,1736,59,1,0,0,8.14,0
tiktok,51272,607,3002,1250,114,1,0,0,5.58,0
tiktok,42744,634,4377,449,73,1,0,0,2.05,0
twitter,391,3038,41,35,0,1,0,4,0.21,1
linkedin,179,4927,1,20,46,0,0,3,1.04,1
facebook,27497,671,2185,1223,147,1,0,0,6.83,0
twitter,81567,338,3909,1192,140,1,0,0,1.3,0
twitter,63251,94,2926,377,117,1,0,0,7.34,0
twitter,102,572,39,30,0,0,0,2,0.12,1
